"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time","median"
"956",1007087,1,3,2,2,7,2,2,2,1,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",54,88
"957",1007092,2,3,1,2,3,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",90,88
"958",1007111,1,5,2,2,4,2,2,1,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",98,88
"959",1007117,2,3,2,2,1,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",87,88
"960",1007129,2,3,2,2,7,1,2,2,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",212,88
"961",1007130,1,2,1,2,3,1,2,2,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",76,88
"962",1007144,2,3,1,2,2,2,2,1,1,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",152,88
"963",1007154,1,4,2,3,5,1,1,1,1,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",59,88
"964",1007156,2,3,1,4,5,1,1,1,3,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",151,88
"965",1007157,1,2,1,4,4,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",50,88
"966",1007161,1,4,2,4,3,1,1,2,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",89,88
"967",1007166,1,4,2,2,2,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",51,88
"968",1007173,1,4,2,3,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",82,88
"969",1007182,2,4,1,2,2,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",36,88
"970",1007190,1,3,2,4,4,2,1,1,1,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",91,88
"971",1007192,97,3,2,2,5,2,2,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",229,88
"972",1007197,1,1,2,1,1,2,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",78,88
"973",1007203,1,4,2,3,4,2,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",68,88
"974",1007240,2,4,1,4,3,1,1,2,3,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",52,88
"975",1007247,2,4,2,3,3,1,1,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",44,88
"976",1007256,2,2,2,1,4,1,1,1,1,2,98,3,98,5,98,4,"timeTracker2_R13PAD6B",118,88
"977",1007261,1,3,2,3,4,1,2,1,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",91,88
"978",1007265,2,3,2,1,5,1,2,2,1,1,3,98,4,98,2,98,"timeTracker2_R13PAD6A",126,88
"979",1007266,1,3,2,4,3,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",105,88
"980",1007271,1,4,2,3,3,1,2,1,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",76,88
"981",1007272,2,3,2,4,3,2,1,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",89,88
"982",1007279,1,4,2,4,3,2,1,1,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",44,88
"983",1007280,2,5,2,3,6,1,1,2,3,2,98,4,98,3,98,4,"timeTracker2_R13PAD6B",25,88
"984",1007282,2,3,2,4,4,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",38,88
"985",1007287,2,4,1,3,5,2,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",120,88
"986",1007290,1,4,2,4,2,2,1,1,3,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",118,88
"987",1007292,2,4,2,1,3,1,1,1,2,2,98,2,98,5,98,2,"timeTracker2_R13PAD6B",149,88
"988",1007298,1,3,2,2,1,1,2,1,1,2,98,3,98,4,98,3,"timeTracker2_R13PAD6B",91,88
"989",1007309,2,2,1,2,2,2,1,2,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",461,88
"990",1007310,2,4,1,2,4,2,1,2,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",214,88
"991",1007325,1,4,2,3,1,2,1,1,3,1,5,98,4,98,4,98,"timeTracker2_R13PAD6A",114,88
"992",1007326,1,4,1,3,3,2,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",54,88
"993",1007335,2,3,1,3,3,2,1,2,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",69,88
"994",1007338,2,4,2,3,1,2,1,2,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",90,88
"995",1007348,1,3,2,5,4,1,1,1,2,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",117,88
"996",1007349,1,4,1,3,6,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",84,88
"997",1007356,1,1,2,2,6,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",80,88
"998",1007358,1,2,1,3,2,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",146,88
"999",1007371,2,3,2,2,1,1,1,1,3,1,1,98,4,98,4,98,"timeTracker2_R13PAD6A",68,88
"1000",1007376,2,3,2,2,2,1,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",67,88
"1001",1007386,2,4,2,3,2,1,1,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",54,88
"1002",1007401,1,2,1,3,2,2,2,2,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",151,88
"1003",1007402,2,3,2,2,4,2,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",27,88
"1004",1007412,1,2,2,1,3,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",69,88
"1005",1007420,2,5,2,4,7,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",57,88
"1006",1007424,1,4,2,2,6,1,1,1,2,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",123,88
"1007",1007426,1,3,1,2,5,2,1,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",42,88
"1008",1007437,1,3,2,2,2,1,1,1,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",75,88
"1009",1007439,2,2,2,2,2,2,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",165,88
"1010",1007449,1,3,2,2,6,2,1,2,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",116,88
"1011",1007458,1,2,2,1,2,2,1,2,1,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",101,88
"1012",1007472,1,5,1,4,3,1,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",77,88
"1013",1007481,2,4,2,1,4,1,2,2,2,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",132,88
"1014",1007488,2,5,2,4,4,2,1,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",94,88
"1015",1007493,1,4,2,3,3,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",63,88
"1016",1007500,1,3,2,2,6,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",157,88
"1017",1007501,1,4,1,2,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",33,88
"1018",1007522,2,4,2,4,7,2,2,2,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",64,88
"1019",1007528,2,1,2,3,7,2,1,1,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",163,88
"1020",1007529,2,4,1,3,3,2,2,2,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",76,88
"1021",1007540,2,1,2,3,4,1,1,2,1,2,98,3,98,5,98,3,"timeTracker2_R13PAD6B",195,88
"1022",1007546,1,4,2,4,4,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",202,88
"1023",1007548,1,4,2,1,2,1,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",265,88
"1024",1007549,2,4,2,3,7,2,1,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",57,88
"1025",1007550,1,2,2,1,2,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",125,88
"1026",1007554,2,4,2,3,1,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",283,88
"1027",1007571,1,4,2,4,3,1,2,2,3,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",82,88
"1028",1007575,2,5,1,4,4,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",45,88
"1029",1007583,2,5,2,3,2,1,1,2,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",76,88
"1030",1007594,1,3,2,5,4,1,2,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",46,88
"1031",1007635,97,3,97,2,7,1,1,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",185,88
"1032",1007648,2,4,1,3,7,1,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",42,88
"1033",1007652,1,4,2,4,7,2,1,2,1,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",72,88
"1034",1007670,1,3,2,3,1,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",101,88
"1035",1007677,1,2,2,2,1,2,1,1,1,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",83,88
"1036",1007681,2,4,1,3,3,1,1,2,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",80,88
"1037",1007682,2,4,1,1,7,2,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",141,88
"1038",1007684,1,2,2,1,5,1,1,2,3,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",113,88
"1039",1007688,1,3,2,1,7,2,1,2,3,2,98,2,98,3,98,4,"timeTracker2_R13PAD6B",307,88
"1040",1007691,1,4,2,3,4,2,1,2,2,1,3,98,4,98,2,98,"timeTracker2_R13PAD6A",30,88
"1041",1007692,1,4,2,3,6,2,1,2,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",135,88
"1042",1007716,2,4,1,2,4,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",111,88
"1043",1007724,2,3,1,3,2,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",41,88
"1044",1007726,1,1,2,2,6,1,1,2,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",218,88
"1045",1007733,2,3,1,2,4,2,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",84,88
"1046",1007746,1,2,2,2,7,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",225,88
"1047",1007749,2,4,2,3,2,2,1,2,1,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",65,88
"1048",1007756,2,3,2,2,7,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",91,88
"1049",1007769,1,3,2,1,5,1,2,1,3,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",184,88
"1050",1007772,1,2,2,1,5,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",76,88
"1051",1007783,2,4,2,2,2,2,1,2,1,2,98,1,98,4,98,3,"timeTracker2_R13PAD6B",84,88
"1052",1007787,2,4,2,4,3,1,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",47,88
"1053",1007789,2,4,2,3,7,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",129,88
"1054",1007792,1,1,2,1,4,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",254,88
"1055",1007796,1,3,2,3,7,1,2,1,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",81,88
"1056",1007808,2,2,2,3,3,2,2,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",190,88
"1057",1007816,1,4,2,3,6,1,2,2,2,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",56,88
"1058",1007819,1,4,2,5,1,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",92,88
"1059",1007858,1,2,2,2,4,2,1,1,3,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",111,88
"1060",1007881,2,5,1,3,5,2,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",109,88
"1061",1007885,1,3,2,1,2,2,1,1,2,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",101,88
"1062",1007900,2,2,1,3,3,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",112,88
"1063",1007911,2,2,2,1,1,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",163,88
"1064",1007914,1,5,2,5,2,2,2,2,3,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",150,88
"1065",1007921,1,3,1,3,5,1,1,1,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",90,88
"1066",1007924,1,3,2,2,4,2,1,1,3,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",72,88
"1067",1007932,1,3,2,2,1,1,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",227,88
"1068",1007935,1,2,2,2,2,2,1,2,3,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",81,88
"1069",1007947,1,3,2,4,5,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",129,88
"1070",1007958,2,3,2,3,3,1,2,2,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",95,88
"1071",1007963,1,1,2,1,4,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",84,88
"1072",1007973,2,4,2,2,1,1,2,1,2,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",85,88
"1073",1007978,97,4,2,1,7,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",124,88
"1074",1007986,2,3,1,4,1,2,2,1,2,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",103,88
"1075",1007989,2,2,2,4,3,2,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",84,88
"1076",1008000,2,4,2,1,4,1,1,1,3,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",93,88
"1077",1008002,2,1,2,2,3,1,1,2,1,1,1,98,5,98,3,98,"timeTracker2_R13PAD6A",90,88
"1078",1008020,1,4,2,1,2,1,1,1,3,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",89,88
"1079",1008032,1,4,2,4,1,1,1,1,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",52,88
"1080",1008053,1,2,2,2,2,2,1,1,2,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",120,88
"1081",1008058,2,2,97,4,2,2,1,2,2,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",73,88
"1082",1008060,1,2,1,1,7,1,2,1,1,1,2,98,5,98,4,98,"timeTracker2_R13PAD6A",95,88
"1083",1008066,2,1,2,1,7,2,2,1,3,2,98,1,98,2,98,97,"timeTracker2_R13PAD6B",204,88
"1084",1008070,1,3,2,3,6,1,1,1,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",198,88
"1085",1008099,1,4,2,3,3,1,2,2,1,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",165,88
"1086",1008102,1,1,2,2,4,1,1,1,2,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",45,88
"1087",1008104,1,4,1,4,7,2,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",151,88
"1088",1008109,2,4,2,4,2,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",69,88
"1089",1008110,1,2,2,4,6,2,2,1,2,2,98,97,98,97,98,97,"timeTracker2_R13PAD6B",40,88
"1090",1008118,1,1,1,2,5,2,2,1,3,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",487,88
"1091",1008128,1,2,2,2,1,1,2,2,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",80,88
"1092",1008133,2,5,97,4,7,2,2,2,2,2,98,3,98,2,98,3,"timeTracker2_R13PAD6B",67,88
"1093",1008140,1,2,2,2,3,2,2,2,2,1,4,98,2,98,3,98,"timeTracker2_R13PAD6A",51,88
"1094",1008145,1,2,1,4,1,1,2,2,3,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",78,88
"1095",1008154,1,4,2,2,2,2,2,2,1,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",146,88
"1096",1008157,1,4,1,2,1,2,2,1,1,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",77,88
"1097",1008160,1,3,2,1,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",85,88
"1098",1008165,2,4,2,5,7,1,2,2,1,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",105,88
"1099",1008168,2,2,2,4,7,1,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",138,88
"1100",1008170,1,1,2,4,4,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",39,88
"1101",1008176,1,4,2,3,7,1,1,2,3,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",34,88
"1102",1008198,2,3,2,3,3,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",211,88
"1103",1008220,97,3,1,2,7,2,1,1,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",109,88
"1104",1008226,1,3,2,1,2,1,1,1,3,2,98,3,98,3,98,5,"timeTracker2_R13PAD6B",62,88
"1105",1008228,1,2,2,2,6,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",126,88
"1106",1008234,2,4,2,4,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",284,88
"1107",1008251,2,3,2,4,2,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",71,88
"1108",1008254,1,4,1,3,4,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",112,88
"1109",1008256,1,4,2,5,5,2,2,1,1,1,4,98,4,98,5,98,"timeTracker2_R13PAD6A",46,88
"1110",1008260,1,3,2,1,1,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",81,88
"1111",1008262,1,3,2,1,2,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",175,88
"1112",1008270,2,3,2,3,2,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",226,88
"1113",1008280,1,4,2,4,6,2,1,2,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",60,88
"1114",1008283,2,4,2,3,6,1,1,1,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",1828,88
"1115",1008291,1,3,2,1,4,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",70,88
"1116",1008293,2,4,2,3,1,1,2,1,3,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",98,88
"1117",1008298,1,2,2,1,4,1,2,1,3,1,2,98,5,98,3,98,"timeTracker2_R13PAD6A",113,88
"1118",1008320,1,3,2,1,4,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",60,88
"1119",1008340,1,4,2,4,6,1,1,1,2,2,98,2,98,3,98,4,"timeTracker2_R13PAD6B",79,88
"1120",1008344,1,4,2,1,7,2,2,1,3,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",137,88
"1121",1008352,1,4,2,2,1,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",93,88
"1122",1008357,1,1,1,2,2,1,1,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",63,88
"1123",1008363,1,4,1,4,1,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",54,88
"1124",1008368,1,3,2,3,2,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",110,88
"1125",1008369,97,4,1,3,7,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",158,88
"1126",1008387,1,4,2,2,1,1,1,1,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",61,88
"1127",1008394,1,3,1,4,4,2,2,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",119,88
"1128",1008406,1,2,1,3,6,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",136,88
"1129",1008407,1,4,2,4,6,2,1,1,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",64,88
"1130",1008408,1,5,2,3,5,1,2,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",69,88
"1131",1008410,2,3,1,3,4,2,1,1,3,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",51,88
"1132",1008422,1,3,2,4,7,2,2,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",68,88
"1133",1008426,2,5,2,3,5,2,2,1,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",77,88
"1134",1008427,1,3,1,3,6,1,1,2,3,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",78,88
"1135",1008440,1,2,1,1,2,2,2,2,1,2,98,1,98,4,98,2,"timeTracker2_R13PAD6B",136,88
"1136",1008441,2,3,2,1,2,2,1,1,2,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",50,88
"1137",1008452,1,4,2,4,7,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",155,88
"1138",1008454,1,3,2,4,7,2,2,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",57,88
"1139",1008467,1,5,2,2,7,1,1,2,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",107,88
"1140",1008496,2,3,2,4,1,1,1,2,1,1,4,98,4,98,2,98,"timeTracker2_R13PAD6A",139,88
"1141",1008498,1,1,2,1,3,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",71,88
"1142",1008499,1,3,97,97,1,2,2,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",106,88
"1143",1008511,2,5,1,2,5,2,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",104,88
"1144",1008517,1,3,2,4,3,1,2,2,2,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",91,88
"1145",1008521,2,3,2,3,1,1,1,1,2,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",36,88
"1146",1008543,2,4,1,4,3,1,2,2,3,1,3,98,2,98,1,98,"timeTracker2_R13PAD6A",82,88
"1147",1008547,1,4,2,4,1,2,1,1,3,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",65,88
"1148",1008548,1,3,1,4,4,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",50,88
"1149",1008550,1,3,1,2,4,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",148,88
"1150",1008564,1,3,2,2,7,2,1,2,1,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",53,88
"1151",1008568,2,4,2,2,4,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",98,88
"1152",1008572,2,4,2,4,7,2,1,2,3,2,98,2,98,4,98,4,"timeTracker2_R13PAD6B",110,88
"1153",1008589,1,4,1,3,3,1,1,1,3,1,4,98,3,98,2,98,"timeTracker2_R13PAD6A",73,88
"1154",1008590,2,3,1,1,5,1,1,2,2,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",419,88
"1155",1008595,2,3,1,2,5,1,2,1,2,1,2,98,5,98,1,98,"timeTracker2_R13PAD6A",324,88
"1156",1008602,2,3,2,4,1,2,1,1,3,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",57,88
"1157",1008603,1,4,2,2,3,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",42,88
"1158",1008612,1,4,2,3,7,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",73,88
"1159",1008629,2,3,1,3,7,2,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",66,88
"1160",1008636,1,4,1,3,2,1,2,2,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",81,88
"1161",1008641,1,1,2,1,5,2,1,1,1,1,3,98,5,98,3,98,"timeTracker2_R13PAD6A",66,88
"1162",1008659,1,4,2,4,4,1,2,1,1,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",88,88
"1163",1008673,1,3,2,5,6,2,1,2,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",312,88
"1164",1008683,1,3,2,1,4,2,2,2,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",55,88
"1165",1008699,1,2,1,4,4,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",217,88
"1166",1008704,1,3,2,1,6,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",81,88
"1167",1008709,1,4,2,3,6,2,2,2,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",82,88
"1168",1008715,2,1,97,5,1,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",89,88
"1169",1008726,1,2,2,1,7,2,1,2,2,1,2,98,5,98,4,98,"timeTracker2_R13PAD6A",77,88
"1170",1008737,2,5,1,2,2,2,2,2,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",59,88
"1171",1008743,1,3,2,2,5,1,1,1,2,1,3,98,4,98,4,98,"timeTracker2_R13PAD6A",98,88
"1172",1008744,1,3,2,4,1,2,2,1,1,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",50,88
"1173",1008765,1,3,2,2,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",692,88
"1174",1008770,2,1,2,4,6,1,1,1,2,2,98,4,98,3,98,3,"timeTracker2_R13PAD6B",87,88
"1175",1008778,1,3,2,1,6,1,1,1,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",104,88
"1176",1008781,2,3,2,4,7,1,2,2,1,2,98,3,98,3,98,1,"timeTracker2_R13PAD6B",44,88
"1177",1008782,2,2,1,3,6,1,1,2,3,2,98,1,98,4,98,1,"timeTracker2_R13PAD6B",63,88
"1178",1008794,1,4,2,2,2,1,2,1,3,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",44,88
"1179",1008803,2,5,2,4,2,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",54,88
"1180",1008817,1,4,2,2,1,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",73,88
"1181",1008824,1,1,2,1,6,2,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",129,88
"1182",1008833,1,3,1,4,2,2,2,2,1,2,98,1,98,1,98,2,"timeTracker2_R13PAD6B",75,88
"1183",1008834,1,5,1,1,2,1,2,2,2,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",3231,88
"1184",1008839,1,4,1,2,5,1,1,2,2,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",62,88
"1185",1008844,1,3,2,2,3,1,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",31,88
"1186",1008855,1,2,2,1,2,2,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",71,88
